EmployeeID,Gender,Age,MaritalStatus,Education,Department,JobRole,JobLevel,OfficeLocation,EmploymentType,HireDate,ExitDate,IsActive,ExitReason,SalaryAnnual,BonusPct,PerformanceRating,SatisfactionScore,TenureMonths,AbsenteeDays
E02587,Female,27,Married,Master,Finance,Credit Analyst,1,Remote,Full-Time,2022-06-18,,True,,77000,0,3,7,43,6
E00447,Female,38,Married,Bachelor,Human Resources,Recruiter,3,Chennai,Full-Time,2020-02-28,,True,,124500,20,4,7,71,15
E00468,Male,37,Single,Master,Marketing,Content Writer,5,Chennai,Full-Time,2023-07-22,,True,,95000,5,4,8,29,0
E02421,Female,31,Married,Diploma,Sales,Business Development,1,Delhi,Full-Time,2022-07-24,,True,,76000,0,3,5,41,14
E00054,Male,36,Married,PhD,Operations,Operations Analyst,3,Bengaluru,Part-Time,2022-01-24,,True,,112500,5,3,4,47,4
E01251,Male,27,Married,High School,Sales,Account Executive,3,Bengaluru,Full-Time,2024-06-22,,True,,92500,5,5,4,18,0
E02009,Female,28,Married,Master,Operations,Quality Analyst,1,Remote,Full-Time,2020-11-14,,True,,87500,10,5,5,62,1
E01864,Male,32,Married,PhD,Customer Support,Escalation Specialist,1,Chennai,Contract,2023-05-09,,True,,46000,0,4,6,32,17
E00572,Male,32,Married,PhD,Operations,Logistics Coordinator,3,Bengaluru,Full-Time,2022-10-31,,True,,125500,5,5,6,38,0
E01399,Male,33,Married,Diploma,Sales,Account Executive,4,Delhi,Full-Time,2020-03-12,,True,,142000,5,4,5,70,2
E00821,Male,200,Single,Master,Operations,Quality Analyst,3,Bengaluru,Full-Time,2023-11-29,,True,,71000,20,4,5,25,1
E01377,Male,31,Married,High School,Customer Support,Support Agent,2,Chennai,Full-Time,2020-09-02,,True,,83500,15,4,6,64,0
E01178,Male,37,Single,Diploma,Customer Support,Escalation Specialist,4,Bengaluru,Full-Time,2022-06-19,,True,,95500,10,4,6,43,0
E01482,Female,25,Single,Diploma,Marketing,Content Writer,2,Mumbai,Full-Time,2024-10-17,2024-12-17,False,Relocation,64000,15,4,4,2,2
E01935,Female,33,Single,PhD,Finance,Accountant,5,Delhi,Full-Time,2023-04-08,,True,,127500,5,3,6,33,10
E01363,Male,37,Divorced,High School,Human Resources,Recruiter,5,Bengaluru,Full-Time,2020-08-03,,True,,120500,10,4,6,65,8
E00173,Male,31,Married,Master,Sales,Account Executive,1,Hyderabad,Full-Time,2024-08-27,,True,,106000,5,4,5,16,14
E02536,Male,25,Married,Master,Research & Development,Research Scientist,2,Hyderabad,Full-Time,2021-09-04,,True,,167500,10,3,6,52,12
E00751,Female,38,Single,High School,Finance,Credit Analyst,7,Bengaluru,Full-Time,2025-12-18,2025-12-30,False,Resigned,156000,15,3,3,1,1
E00773,Female,28,Married,High School,Research & Development,Product Engineer,1,Bengaluru,Full-Time,2022-05-05,,True,,104000,0,4,5,44,3
E02786,Male,31,Married,Diploma,Operations,Logistics Coordinator,4,Mumbai,Part-Time,2021-01-06,,True,,133500,0,4,7,60,0
E00701,Female,38,Single,Diploma,Finance,Financial Analyst,4,Bengaluru,Full-Time,2022-01-03,,True,,157000,0,4,7,48,7
E00236,Male,31,Single,Diploma,Customer Support,Escalation Specialist,2,Mumbai,Full-Time,2025-06-09,,True,,60000,5,4,8,6,11
E01360,Female,33,Married,High School,Marketing,SEO Specialist,2,Mumbai,Full-Time,2021-01-23,,True,,69500,5,5,5,60,6
E00397,Male,35,Single,Diploma,Marketing,Marketing Analyst,6,Chennai,Full-Time,2025-04-21,,True,,127500,0,2,7,8,0
E01849,Male,38,Married,Diploma,Sales,Account Executive,7,Chennai,Full-Time,2020-11-21,,True,,,0,3,6,62,1
E00787,Female,33,Married,High School,Operations,Logistics Coordinator,6,Remote,Full-Time,2022-08-08,,True,,101500,0,5,3,41,0
E01364,Female,42,Married,High School,IT,Data Analyst,6,Hyderabad,Full-Time,2021-03-09,,True,,146500,5,2,6,58,0
E00125,Female,27,Single,Master,Research & Development,Product Engineer,2,Hyderabad,Full-Time,2021-08-16,,True,,186500,0,5,5,53,5
E00248,Male,42,Married,Diploma,Sales,Account Executive,6,Delhi,Part-Time,2024-04-21,2024-06-04,False,Layoff,166000,0,3,9,1,1
E01054,Female,28,Married,Master,Finance,Credit Analyst,1,Bengaluru,Full-Time,2023-11-20,,True,,110500,0,5,8,25,0
E00249,Male,34,Married,Master,Finance,Accountant,2,Mumbai,Full-Time,2020-09-19,,True,,113000,0,5,6,64,0
E02404,Male,31,Married,High School,Sales,Sales Executive,5,Bengaluru,Full-Time,2021-10-10,,True,,107000,0,2,4,51,7
E00426,Female,27,Married,Master,Finance,Financial Analyst,3,Hyderabad,Full-Time,2020-05-30,,True,,138000,20,3,5,68,11
E02873,Male,35,Married,High School,IT,Software Engineer,3,Bengaluru,Contract,2025-04-11,,True,,160000,5,3,6,8,0
E02943,Male,35,Single,Diploma,Operations,Logistics Coordinator,4,Remote,Full-Time,2022-08-29,,True,,119000,0,3,6,40,3
E00737,Male,250,Married,High School,Sales,Business Development,1,Remote,Full-Time,2025-05-27,,True,,96500,15,3,5,7,4
E01508,Unknown,31,Single,Master,Marketing,SEO Specialist,4,Delhi,Full-Time,2023-06-22,,True,,83500,0,4,6,30,7
E01369,Male,30,Married,Bachelor,Human Resources,Recruiter,1,Bengaluru,Full-Time,2025-10-27,2025-12-30,False,Retirement,80000,0,3,9,2,7
E00651,Male,30,Married,Master,Customer Support,Support Agent,2,Mumbai,Full-Time,2025-02-24,2025-06-04,False,Retirement,68000,15,5,10,3,0
E00795,Male,36,Married,High School,IT,Software Engineer,4,Delhi,Full-Time,2021-11-18,,True,,165000,15,3,6,50,15
E01965,Male,39,Married,Diploma,Human Resources,Recruiter,5,Chennai,Full-Time,2022-04-17,,True,,110000,0,4,6,45,0
E01627,Female,32,Married,PhD,Marketing,SEO Specialist,1,Chennai,Contract,2024-02-16,,True,,75500,0,5,5,22,3
E01596,Male,34,Married,High School,Marketing,SEO Specialist,2,Chennai,Full-Time,2023-06-07,,True,,60500,10,3,6,31,0
E00258,Female,250,Married,Diploma,Sales,Business Development,3,Bengaluru,Contract,2020-10-25,,True,,130000,0,4,7,63,8
E00396,Female,28,Married,Bachelor,Operations,Logistics Coordinator,2,Delhi,Full-Time,2022-01-31,,True,,109000,0,4,9,47,13
E01045,Female,32,Single,Master,Sales,Business Development,4,Remote,Full-Time,2023-12-15,2024-02-18,False,Resigned,116000,0,3,4,2,7
E00253,Female,33,Single,Master,Customer Support,Support Agent,3,Bengaluru,Full-Time,2023-06-27,,True,,54000,15,4,6,30,1
E00968,Male,30,Married,High School,Human Resources,HR Analyst,2,Chennai,Full-Time,2023-12-04,2024-04-25,False,Resigned,92000,0,3,5,4,5
E01165,Female,35,Divorced,Diploma,Sales,Sales Executive,3,Remote,Full-Time,2021-10-15,,True,,100000,20,3,6,51,1
E02638,Male,42,Divorced,Diploma,Customer Support,Support Lead,5,Hyderabad,Part-Time,2025-04-01,,True,,77500,0,3,6,9,11
E01576,Male,30,Divorced,Bachelor,Customer Support,Support Lead,1,Remote,Full-Time,2020-10-07,2020-12-05,False,Resigned,63000,5,4,4,1,6
E00321,Female,27,Married,Master,IT,Software Engineer,2,Remote,Full-Time,2021-03-28,,True,,163000,10,3,5,57,0
E02433,Male,30,Single,Diploma,Customer Support,Escalation Specialist,4,Mumbai,Full-Time,2020-03-21,2020-07-19,False,Layoff,83500,0,3,5,4,8
E00515,Female,33,Married,Bachelor,Operations,Quality Analyst,1,Chennai,Full-Time,2022-03-16,2022-07-31,False,Relocation,80500,0,4,4,4,11
E01060,Female,30,Married,Diploma,Marketing,SEO Specialist,4,Remote,Full-Time,2025-09-10,,True,,101500,20,4,6,3,0
E01326,Female,31,Single,PhD,,Operations Analyst,4,Remote,Full-Time,2021-01-08,,True,,116500,0,3,8,60,4
E00578,Female,26,Married,PhD,Operations,Logistics Coordinator,2,Bengaluru,Full-Time,2025-04-07,,True,,99000,10,4,6,8,11
E00693,Male,27,Married,PhD,Operations,Quality Analyst,2,Bengaluru,Full-Time,2025-11-16,2025-12-01,False,Retirement,79500,5,3,3,1,11
E02108,Male,23,Married,PhD,Research & Development,Product Engineer,1,Delhi,Full-Time,2020-02-17,,True,,106000,10,5,9,71,0
E01650,Female,33,Divorced,High School,Finance,Financial Analyst,6,Hyderabad,Full-Time,2024-11-06,,True,,168500,0,4,6,14,20
E02839,Female,38,Married,Diploma,Marketing,Content Writer,7,Bengaluru,Full-Time,2023-09-19,2023-10-31,False,Layoff,149500,5,2,4,1,13
E01476,Unknown,29,Married,High School,Marketing,SEO Specialist,3,Delhi,Full-Time,2024-05-31,,True,,94500,5,4,3,19,11
E02118,Female,31,Married,Master,Operations,Logistics Coordinator,2,Mumbai,Full-Time,2020-07-31,,True,,90500,5,4,6,65,0
E01296,Male,28,Single,Master,Research & Development,Data Scientist,3,Delhi,Full-Time,2022-08-26,,True,,168000,20,3,7,40,10
E00658,Female,34,Married,Diploma,Marketing,SEO Specialist,2,Mumbai,Full-Time,2022-03-02,,True,,100500,0,3,6,46,2
E00802,Male,36,Married,Bachelor,Customer Support,Support Agent,7,Bengaluru,Full-Time,2025-06-06,,True,,111500,10,3,4,6,9
E00121,Male,29,Married,PhD,Executive,COO,2,Mumbai,Full-Time,2021-03-23,,True,,285500,5,3,7,58,1
E01295,male,37,Married,Bachelor,Human Resources,HR Analyst,4,Bengaluru,Full-Time,2022-01-23,,True,,138000,5,4,6,47,5
E00450,Female,36,Single,Diploma,Human Resources,HR Generalist,4,Bengaluru,Part-Time,2020-02-23,,True,,115000,10,3,5,71,12
E01214,Unknown,33,Married,Diploma,Sales,Business Development,2,Remote,Full-Time,2023-12-16,,True,,113000,0,3,6,24,0
E01550,Female,38,Married,Bachelor,Operations,Quality Analyst,6,Hyderabad,Full-Time,2025-04-26,,True,,134000,10,4,4,8,5
E01307,Male,29,Married,PhD,Research & Development,Data Scientist,2,Hyderabad,Full-Time,2023-08-14,,True,,111500,10,3,7,29,6
E00005,Male,27,Married,Diploma,Customer Support,Escalation Specialist,2,Delhi,Full-Time,2025-10-22,,True,,74000,5,5,8,2,4
E01064,Male,23,Married,Diploma,Customer Support,Support Agent,1,Hyderabad,Full-Time,2022-09-13,,True,,53000,0,5,6,40,0
E02755,Male,30,Married,PhD,Operations,Operations Analyst,2,Bengaluru,Full-Time,2024-06-19,,True,,71500,0,4,9,18,10
E00068,Female,29,Married,PhD,Customer Support,Escalation Specialist,2,Chennai,Full-Time,2020-05-28,,True,,80500,15,5,6,68,15
E00881,Male,43,Single,High School,IT,IT Support,6,Delhi,Full-Time,2025-03-31,,True,,195000,5,5,5,9,2
E01475,Female,30,Married,PhD,Operations,Quality Analyst,3,Mumbai,Full-Time,2021-12-15,,True,,90000,5,3,5,49,5
E02321,Female,31,Divorced,Bachelor,Sales,Business Development,1,Bengaluru,Part-Time,2023-04-30,,True,,71500,0,5,6,32,12
E02281,Female,32,Married,Master,Research & Development,Research Scientist,2,Remote,Full-Time,2024-12-15,,True,,159500,0,3,5,12,3
E02619,Female,30,Married,Master,Executive,CEO,2,Chennai,Full-Time,2025-11-10,,True,,286500,10,3,8,1,1
E01260,Female,23,Married,High School,Sales,Business Development,1,Delhi,Full-Time,2022-02-28,,True,,75000,0,4,8,46,9
E02964,Female,34,Married,Bachelor,Marketing,SEO Specialist,2,Remote,Full-Time,2023-04-04,,True,,102000,10,3,3,33,2
E01846,Male,27,Single,High School,Customer Support,Support Lead,1,Chennai,Full-Time,2022-12-03,,True,,66000,10,3,9,37,5
E01825,Male,36,Single,High School,Human Resources,HR Analyst,2,Chennai,Full-Time,2020-04-19,,True,,73500,0,3,7,69,4
E01806,Male,36,Single,Diploma,Sales,Business Development,5,Delhi,Part-Time,2022-10-11,,True,,147500,0,3,5,39,15
E00349,Female,27,Married,High School,Research & Development,Product Engineer,2,Remote,Full-Time,2021-04-05,2021-06-15,False,Retirement,187000,20,4,7,2,0
E00336,Male,40,Single,Bachelor,IT,Software Engineer,4,Remote,Part-Time,2025-05-14,,True,,119500,0,4,5,7,7
E02729,Male,27,Married,High School,Human Resources,HR Generalist,1,Bengaluru,Full-Time,2020-06-11,,True,,70000,10,3,7,67,6
E00205,Female,33,Married,Master,IT,DevOps Engineer,3,Chennai,Full-Time,2021-04-26,,True,,166500,5,4,9,57,0
E00612,Female,39,Married,High School,Finance,Credit Analyst,4,Bengaluru,Full-Time,2023-12-20,,True,,139000,10,5,4,24,11
E01174,Male,29,Married,Master,Finance,Accountant,1,Remote,Full-Time,2022-10-31,,True,,114500,15,4,4,38,7
E02370,Female,32,Single,Diploma,Marketing,SEO Specialist,1,Delhi,Part-Time,2025-05-30,,True,,58500,0,3,6,7,12
E01424,Female,31,Married,High School,Customer Support,Support Agent,3,Remote,Part-Time,2025-06-06,,True,,76500,0,5,5,6,0
E02618,Male,30,Married,High School,Research & Development,Research Scientist,2,Hyderabad,Full-Time,2020-09-26,,True,,140500,5,3,3,64,6
E02807,Male,26,Divorced,Master,Research & Development,Research Scientist,1,Chennai,Full-Time,2024-05-27,2024-10-14,False,Resigned,130000,5,4,4,4,3
E02726,Male,23,Married,Bachelor,Sales,Account Executive,1,Chennai,Full-Time,2021-05-20,,True,,94500,10,3,7,56,6
E02781,Male,24,Married,Master,IT,DevOps Engineer,1,Hyderabad,Full-Time,2022-10-06,2023-03-04,False,Retirement,88500,5,4,6,4,2
E00128,Unknown,25,Married,Master,Marketing,SEO Specialist,1,Delhi,Part-Time,2024-06-10,,True,,55000,15,4,8,18,9
E01321,Female,29,Married,Bachelor,Sales,Business Development,2,Hyderabad,Full-Time,2024-10-09,,True,,80500,5,3,7,14,16
E02336,Female,40,Single,Bachelor,Customer Support,Support Agent,5,Hyderabad,Full-Time,2023-07-10,,True,,68000,5,5,6,30,8
E00240,Male,36,Single,Bachelor,Marketing,SEO Specialist,2,Bengaluru,Full-Time,2022-11-27,,True,,64500,0,4,3,37,0
E00768,female,23,Married,PhD,Human Resources,HR Analyst,1,Hyderabad,Full-Time,2024-12-06,2025-02-07,False,Resigned,76500,0,4,8,2,1
E00600,Female,26,Married,Master,Marketing,Marketing Analyst,1,Remote,Full-Time,2023-01-06,,True,,56000,10,4,8,36,0
E01518,Female,32,Married,Bachelor,Research & Development,Data Scientist,1,Bengaluru,Full-Time,2023-08-16,,True,,116000,5,4,8,28,1
E00225,Female,27,Married,Bachelor,IT,Software Engineer,1,Chennai,Full-Time,2023-08-10,2023-11-10,False,Resigned,124000,0,3,5,3,4
E02826,Female,36,Married,Diploma,Human Resources,Recruiter,5,Bengaluru,Full-Time,2024-11-17,,True,,120000,10,4,3,13,12
E01955,Male,35,Married,PhD,Marketing,Marketing Analyst,6,Chennai,Full-Time,2022-02-14,,True,,131500,5,5,7,47,0
E02581,Male,36,Married,Bachelor,Sales,Account Executive,2,Hyderabad,Full-Time,2025-11-26,2025-12-11,False,Resigned,70500,10,4,4,1,6
E02817,Female,26,Married,Diploma,Customer Support,Support Agent,1,Remote,Full-Time,2025-02-05,2025-04-04,False,Resigned,43000,20,4,3,1,12
E00162,Male,27,Divorced,PhD,IT,Data Analyst,2,Mumbai,Part-Time,2024-12-20,,True,,152000,0,5,6,12,6
E02977,Female,34,Single,Diploma,Sales,Business Development,5,Bengaluru,Full-Time,2022-07-12,,True,,144500,5,2,4,42,10
E01786,Female,35,Married,Diploma,Sales,Sales Executive,2,Mumbai,Full-Time,2022-10-06,,True,,94000,15,3,6,39,10
E02797,Male,25,Single,PhD,Research & Development,Research Scientist,2,Hyderabad,Full-Time,2022-01-16,,True,,181500,0,5,8,48,21
E02312,Male,35,Single,Master,Customer Support,Support Agent,2,Hyderabad,Full-Time,2021-10-14,,True,,65000,10,4,6,51,10
E00242,Male,33,Single,Diploma,IT,Software Engineer,4,Chennai,Full-Time,2023-01-23,,True,,210000,5,3,5,35,8
E01957,Female,26,Married,PhD,IT,Data Analyst,2,Hyderabad,Full-Time,2020-12-04,,True,,95000,5,3,8,61,9
E02860,Female,33,Married,Diploma,Marketing,Content Writer,5,Mumbai,Full-Time,2025-08-07,,True,,97500,5,3,7,4,4
E02407,Male,31,Divorced,Diploma,IT,IT Support,5,Remote,Full-Time,2020-11-19,,True,,195500,15,3,4,62,11
E01997,Female,27,Married,PhD,Operations,Operations Analyst,3,Bengaluru,Full-Time,2023-09-15,,True,,92000,5,3,5,27,0
E00706,Female,35,Married,PhD,Customer Support,Escalation Specialist,2,Hyderabad,Full-Time,2020-06-28,2020-08-14,False,Resigned,77500,5,3,4,1,7
E01785,Female,38,Single,PhD,Sales,Business Development,3,Delhi,Full-Time,2025-08-12,,True,,96000,10,3,5,4,15
E00944,Male,34,Married,Bachelor,IT,DevOps Engineer,6,Chennai,Full-Time,2021-06-13,,True,,244500,5,2,9,55,10
E00402,Male,32,Married,PhD,Operations,Quality Analyst,3,Bengaluru,Full-Time,2025-09-26,,True,,98000,5,2,4,3,2
E01440,Female,35,Married,Bachelor,Operations,Operations Analyst,3,Delhi,Full-Time,2022-11-03,,True,,75000,5,4,7,38,0
E01956,Female,24,Single,Master,Operations,Logistics Coordinator,1,Bengaluru,Full-Time,2023-12-11,,True,,81000,10,4,6,25,8
E01790,Male,33,Divorced,Master,Human Resources,HR Generalist,3,Remote,Full-Time,2022-03-22,2022-08-03,False,Resigned,73000,5,4,4,4,10
E00046,Male,28,Married,High School,Finance,Financial Analyst,1,Hyderabad,Full-Time,2025-09-12,2025-12-30,False,Resigned,102500,0,4,5,3,0
E01563,Female,33,Married,High School,IT,DevOps Engineer,2,Bengaluru,Full-Time,2020-01-06,2020-03-21,False,Resigned,117500,0,3,6,2,1
E01413,Female,32,Married,Bachelor,Marketing,Content Writer,2,Bengaluru,Full-Time,2022-06-07,,True,,59000,10,5,5,43,11
E00060,Male,35,Married,Master,Operations,Logistics Coordinator,2,Remote,Full-Time,2022-03-27,2022-07-06,False,Retirement,100500,20,4,6,3,6
E00511,Male,39,Single,Diploma,Sales,Account Executive,7,Mumbai,Full-Time,2024-01-14,,True,,177500,15,3,8,23,8
E02082,Unknown,39,Married,Diploma,IT,Software Engineer,7,Mumbai,Full-Time,2022-11-22,,True,,256000,0,5,6,37,8
E02068,Unknown,34,Married,PhD,Sales,Account Executive,2,Remote,Full-Time,2022-02-11,2022-04-23,False,Resigned,81500,0,4,5,2,13
E02724,Male,34,Married,High School,IT,DevOps Engineer,5,Mumbai,Part-Time,2021-07-26,,True,,158000,10,5,3,53,0
E01695,Male,32,Married,Master,IT,DevOps Engineer,2,Hyderabad,Full-Time,2022-12-19,,True,,103500,0,3,4,36,9
E00684,Female,33,Married,PhD,Human Resources,Recruiter,3,Remote,Full-Time,2023-08-16,,True,,110500,5,3,3,28,17
E00406,Male,33,Married,Diploma,Sales,Business Development,3,Chennai,Full-Time,2021-03-18,,True,,85000,0,2,6,58,7
E02636,Male,33,Married,Diploma,Human Resources,Recruiter,4,Bengaluru,Full-Time,2023-08-01,2023-11-28,False,Resigned,136000,0,5,10,3,0
E01236,male,38,Married,PhD,Finance,Credit Analyst,3,Chennai,Full-Time,2025-11-14,,True,,84500,10,4,6,1,10
E01179,Male,34,Divorced,Bachelor,Research & Development,Research Scientist,1,Delhi,Part-Time,2020-04-04,,True,,123000,10,4,6,69,0
E00566,Male,36,Divorced,Diploma,Operations,Logistics Coordinator,3,Remote,Full-Time,2023-11-06,,True,,100000,10,4,8,26,6
E01558,Male,26,Married,Bachelor,Customer Support,Escalation Specialist,1,Remote,Full-Time,2023-05-02,,True,,58500,0,2,5,32,8
E02689,Female,30,Married,High School,Executive,CEO,1,Hyderabad,Full-Time,2024-08-07,2024-12-14,False,Resigned,262000,10,2,7,4,0
E02247,Female,34,Married,Master,Operations,Operations Analyst,1,Bengaluru,Full-Time,2021-12-16,,True,,61500,5,4,6,49,0
E01318,Female,29,Single,Master,Operations,Logistics Coordinator,4,Delhi,Full-Time,2020-01-03,,True,,105500,0,5,6,72,2
E00419,Female,26,Married,PhD,Sales,Account Executive,2,Delhi,Full-Time,2020-02-12,,True,,101000,15,3,5,71,11
E00308,Male,44,Divorced,High School,Sales,Business Development,7,Hyderabad,Full-Time,2022-07-17,,True,,132500,0,4,3,42,8
E02000,Male,37,Single,Bachelor,Operations,Quality Analyst,6,Chennai,Full-Time,2020-08-04,,True,,113500,15,3,8,65,0
E01204,Female,31,Single,PhD,Marketing,SEO Specialist,1,Remote,Full-Time,2020-06-08,,True,,89000,0,3,3,67,13
E01079,Female,30,Divorced,Bachelor,Research & Development,Research Scientist,1,Bengaluru,Full-Time,2021-02-04,2021-04-05,False,Relocation,116500,5,4,4,2,4
E00625,Female,40,Married,PhD,Finance,Credit Analyst,5,Mumbai,Full-Time,2023-12-17,,True,,129500,0,2,6,24,0
E02800,Male,34,Divorced,Diploma,Sales,Account Executive,2,Delhi,Full-Time,2024-08-08,,True,,109500,5,4,7,17,6
E01827,Male,30,Single,Bachelor,Customer Support,Support Lead,2,Delhi,Full-Time,2023-04-22,,True,,58000,10,3,8,32,8
E00563,Female,40,Married,Master,IT,Data Analyst,6,Hyderabad,Part-Time,2024-03-20,,True,,144500,20,4,2,21,0
E00160,Male,30,Married,PhD,Customer Support,Support Lead,2,Bengaluru,Full-Time,2021-08-08,2021-12-01,False,Layoff,57000,10,3,8,3,0
E02270,Male,37,Single,Diploma,IT,Software Engineer,3,Hyderabad,Full-Time,2024-02-04,,True,,126000,0,5,5,23,0
E02704,Female,33,Married,Bachelor,IT,Data Analyst,1,Bengaluru,Full-Time,2021-07-21,,True,,109500,10,5,6,54,8
E00178,Male,33,Married,PhD,Sales,Business Development,6,Hyderabad,Part-Time,2023-06-26,,True,,131500,0,4,4,30,4
E01533,Female,35,Married,Master,Operations,Quality Analyst,4,Hyderabad,Full-Time,2024-03-18,,True,,130000,15,4,7,21,2
E02968,Male,31,Single,Bachelor,Operations,Quality Analyst,5,Bengaluru,Full-Time,2020-09-27,,True,,103500,0,3,7,64,4
E02908,Female,35,Single,Master,Operations,Operations Analyst,5,Bengaluru,Full-Time,2025-06-25,,True,,104000,20,3,8,6,0
E00342,Female,40,Married,Bachelor,Sales,Sales Executive,4,Delhi,Full-Time,2024-10-15,,True,,141000,5,3,6,14,4
E00015,Female,25,Married,Master,Customer Support,Support Agent,1,Bengaluru,Part-Time,2025-10-18,2025-12-30,False,Resigned,51000,0,3,4,2,8
E01108,Male,34,Single,Diploma,Operations,Quality Analyst,4,Bengaluru,Full-Time,2020-12-09,2021-04-07,False,Resigned,88500,20,5,6,3,8
E02111,Female,30,Married,Bachelor,Finance,Credit Analyst,3,Bengaluru,Full-Time,2024-12-02,,True,,139000,5,5,5,13,13
E01247,Female,34,Married,Diploma,Human Resources,HR Generalist,2,Remote,Full-Time,2023-02-17,2023-05-30,False,Retirement,95500,0,2,5,3,7
E00328,Female,36,Married,Diploma,Sales,Sales Executive,5,Delhi,Full-Time,2023-06-24,,True,,147500,0,3,7,30,0
E00283,Female,27,Married,Diploma,Operations,Quality Analyst,2,Bengaluru,Full-Time,2022-08-02,,True,,72500,10,5,5,41,5
E01316,Female,30,Married,PhD,Research & Development,Research Scientist,3,Remote,Full-Time,2022-07-18,,True,,154000,0,2,6,42,8
E01140,Female,32,Single,Master,Sales,Account Executive,3,Hyderabad,Full-Time,2023-07-01,2023-09-10,False,Retirement,116000,20,3,8,2,0
E00329,Female,34,Single,High School,Customer Support,Support Lead,4,Delhi,Part-Time,2022-11-12,,True,,93500,5,3,6,38,13
E01147,Male,26,Married,Bachelor,Finance,Accountant,2,Hyderabad,Contract,2021-11-02,2022-01-13,False,Resigned,128500,5,3,4,2,2
E01133,Male,35,Married,PhD,IT,Data Analyst,3,Delhi,Contract,2022-09-13,,True,,146000,0,2,7,40,8
E00577,Male,30,Married,Diploma,Marketing,Marketing Analyst,3,Remote,Full-Time,2022-03-07,,True,,93500,5,4,6,46,9
E00311,Unknown,34,Single,Bachelor,Operations,Operations Analyst,1,Hyderabad,Full-Time,2022-09-23,2022-12-28,False,Resigned,59000,20,4,8,3,18
E00517,Male,29,Married,PhD,Customer Support,Support Lead,1,Hyderabad,Full-Time,2023-12-29,,True,,50500,0,4,9,24,8
E01485,Male,25,Married,PhD,Customer Support,Escalation Specialist,2,Chennai,Full-Time,2025-01-09,,True,,53000,5,4,8,11,6
E02549,Female,32,Single,Bachelor,Operations,Operations Analyst,2,Mumbai,Full-Time,2025-02-21,2025-07-06,False,Resigned,110000,0,3,4,4,18
E00348,Female,34,Married,PhD,Sales,Account Executive,5,Bengaluru,Contract,2022-01-09,2022-03-20,False,Resigned,153000,0,3,5,2,9
E01201,Male,28,Married,High School,Finance,Financial Analyst,2,Chennai,Full-Time,2021-06-05,2021-10-21,False,Performance / Termination,113000,0,3,4,4,0
E00597,Male,34,Married,Diploma,Research & Development,Data Scientist,2,Remote,Full-Time,2025-04-02,,True,,114000,0,4,6,9,1
E01874,Female,30,Married,Master,Operations,Logistics Coordinator,1,Remote,Full-Time,2022-04-17,,True,,93000,10,3,3,45,11
E02295,Female,32,Single,PhD,IT,IT Support,4,Hyderabad,Full-Time,2025-08-04,2025-10-22,False,Retirement,149000,0,5,7,2,2
E02004,Female,36,Married,Master,Operations,Logistics Coordinator,2,Delhi,Part-Time,2023-03-01,,True,,110500,15,5,5,34,8
E01082,male,28,Married,High School,Research & Development,Research Scientist,2,Mumbai,Full-Time,2025-07-10,,True,,132500,0,4,6,5,4
E01093,Female,39,Married,Bachelor,Research & Development,Product Engineer,4,Bengaluru,Full-Time,2023-05-19,,True,,137000,0,4,6,31,0
E01213,Female,39,Married,High School,Sales,Account Executive,7,Bengaluru,Full-Time,2023-06-15,,True,,150000,0,4,7,31,1
E01773,Female,36,Married,Bachelor,Research & Development,Data Scientist,2,Bengaluru,Full-Time,2022-08-19,,True,,168000,0,3,6,41,8
E01402,Male,36,Married,PhD,Sales,Account Executive,2,Chennai,Full-Time,2025-06-22,,True,,113500,20,5,4,6,12
E02525,Female,38,Married,High School,Sales,Sales Executive,6,Bengaluru,Full-Time,2022-01-05,,True,,183500,0,3,4,48,3
E02742,female,33,Single,High School,Customer Support,Support Agent,1,Remote,Full-Time,2025-01-10,2025-05-31,False,Relocation,42500,5,3,7,4,6
E02930,Female,29,Married,Master,IT,Software Engineer,2,Chennai,Full-Time,2023-12-01,2024-03-11,False,Retirement,137000,0,3,6,3,8
E01382,Male,29,Married,Diploma,Research & Development,Product Engineer,2,Delhi,Full-Time,2021-02-02,,True,,151000,5,3,7,59,0
E02381,Male,28,Single,Diploma,Marketing,Content Writer,3,Chennai,Full-Time,2024-04-20,,True,,84500,0,4,8,20,6
E01776,Female,30,Married,High School,Marketing,SEO Specialist,4,Hyderabad,Full-Time,2020-10-29,,True,,129500,10,3,4,62,5
E00534,Male,29,Married,Bachelor,Human Resources,HR Generalist,2,Mumbai,Part-Time,2025-07-30,,True,,91000,0,2,5,5,2
E02601,Male,35,Married,High School,Human Resources,HR Generalist,2,Delhi,Full-Time,2020-01-21,,True,,107000,0,5,8,72,14
E01007,Female,35,Single,PhD,Operations,Logistics Coordinator,2,Bengaluru,Full-Time,2020-05-04,,True,,108000,10,3,3,68,7
E01284,Female,24,Single,Master,Customer Support,Support Lead,1,Bengaluru,Full-Time,2024-02-14,2024-05-16,False,Resigned,69000,10,3,7,3,27
E00830,Male,36,Married,Bachelor,Customer Support,Escalation Specialist,2,Delhi,Full-Time,2025-06-23,2025-09-18,False,Resigned,77500,0,4,6,2,2
E01302,Female,29,Divorced,Diploma,Customer Support,Support Lead,4,Bengaluru,Full-Time,2022-12-15,,True,,82500,0,5,10,37,7
